duration,freq,instrument,intensity,note_name,session_name,timestamp
1.4,523.25,piano,0.9,C5,ai_generated,2354.5578981399535
0.6,493.88,piano,0.5,B4,ai_generated,2354.6578981399534
0.8,440.0,piano,0.7,A4,ai_generated,2354.757898139954
1.0,392.0,piano,0.8,G4,ai_generated,2354.8578981399537
0.7,329.63,piano,0.6,E4,ai_generated,2354.9578981399536
0.9,392.0,piano,0.7,G4,ai_generated,2355.0578981399535
1.5,440.0,piano,0.9,A4,ai_generated,2355.1578981399534
0.8,392.0,piano,0.7,G4,ai_generated,2355.257898139954
1.0,349.23,piano,0.8,F4,ai_generated,2355.3578981399537
1.2,293.66,piano,0.7,D4,ai_generated,2355.4578981399536
2.0,261.63,piano,1.0,C4,ai_generated,2355.5578981399535
1.2,440.0,piano,0.6,A3,ai_generated,2738.6942958831787
1.0,261.63,piano,0.5,C4,ai_generated,2738.7942958831786
1.5,329.63,piano,0.7,E4,ai_generated,2738.8942958831785
0.8,293.66,violin,0.6,D4,ai_generated,2738.994295883179
1.2,261.63,violin,0.5,C4,ai_generated,2739.094295883179
1.5,440.0,flute,0.4,A3,ai_generated,2739.1942958831787
1.0,440.0,flute,0.5,G3,ai_generated,2739.2942958831786
1.8,440.0,piano,0.6,A3,ai_generated,2739.3942958831785
1.0,261.63,piano,0.5,C4,ai_generated,2739.494295883179
1.2,329.63,violin,0.7,E4,ai_generated,2739.594295883179
0.9,293.66,violin,0.6,D4,ai_generated,2739.6942958831787
1.5,261.63,piano,0.5,C4,ai_generated,2739.7942958831786
1.0,440.0,piano,0.4,A3,ai_generated,2739.8942958831785
2.0,440.0,flute,0.3,G3,ai_generated,2739.994295883179
1.5,440.0,flute,0.4,F3,ai_generated,2740.094295883179
1.8,440.0,piano,0.5,E3,ai_generated,2740.1942958831787
1.2,440.0,piano,0.6,G3,ai_generated,2740.2942958831786
1.5,261.63,violin,0.7,C4,ai_generated,2740.3942958831785
1.0,440.0,violin,0.6,B3,ai_generated,2740.494295883179
1.8,440.0,piano,0.5,A3,ai_generated,2740.594295883179
1.2,440.0,piano,0.4,G3,ai_generated,2740.6942958831787
1.5,440.0,flute,0.3,F3,ai_generated,2740.7942958831786
2.0,440.0,flute,0.4,E3,ai_generated,2740.8942958831785
1.5,440.0,piano,0.5,D3,ai_generated,2740.994295883179
1.8,440.0,piano,0.6,E3,ai_generated,2741.094295883179
1.2,440.0,violin,0.7,G3,ai_generated,2741.1942958831787
1.5,440.0,violin,0.6,A3,ai_generated,2741.2942958831786
1.0,261.63,piano,0.5,C4,ai_generated,2741.3942958831785
1.2,440.0,piano,0.4,B3,ai_generated,2741.494295883179
1.8,440.0,flute,0.3,A3,ai_generated,2741.594295883179
1.5,440.0,flute,0.4,G3,ai_generated,2741.6942958831787
2.0,440.0,piano,0.5,F3,ai_generated,2741.7942958831786
1.8,440.0,piano,0.6,E3,ai_generated,2741.8942958831785
1.5,440.0,violin,0.5,D3,ai_generated,2741.994295883179
1.2,440.0,violin,0.6,E3,ai_generated,2742.094295883179
1.8,440.0,piano,0.7,G3,ai_generated,2742.1942958831787
1.0,440.0,piano,0.6,F3,ai_generated,2742.2942958831786
1.5,440.0,flute,0.5,E3,ai_generated,2742.3942958831785
1.8,440.0,flute,0.4,D3,ai_generated,2742.494295883179
2.0,440.0,piano,0.5,C3,ai_generated,2742.594295883179
1.5,440.0,piano,0.6,E3,ai_generated,2742.6942958831787
1.2,440.0,violin,0.7,G3,ai_generated,2742.7942958831786
1.5,440.0,violin,0.6,A3,ai_generated,2742.8942958831785
1.0,261.63,piano,0.5,C4,ai_generated,2742.994295883179
1.2,440.0,piano,0.4,B3,ai_generated,2743.094295883179
1.8,440.0,flute,0.3,A3,ai_generated,2743.1942958831787
1.5,440.0,flute,0.4,G3,ai_generated,2743.2942958831786
2.0,440.0,piano,0.5,F3,ai_generated,2743.3942958831785
1.8,440.0,piano,0.6,E3,ai_generated,2743.494295883179
1.5,440.0,violin,0.5,D3,ai_generated,2743.594295883179
1.2,440.0,violin,0.6,E3,ai_generated,2743.6942958831787
1.8,440.0,piano,0.7,G3,ai_generated,2743.7942958831786
1.0,440.0,piano,0.6,F3,ai_generated,2743.8942958831785
1.5,440.0,flute,0.5,E3,ai_generated,2743.994295883179
1.8,440.0,flute,0.4,D3,ai_generated,2744.094295883179
2.0,440.0,piano,0.5,C3,ai_generated,2744.1942958831787
1.5,440.0,piano,0.6,E3,ai_generated,2744.2942958831786
1.2,440.0,violin,0.7,G3,ai_generated,2744.3942958831785
1.5,440.0,violin,0.6,A3,ai_generated,2744.494295883179
1.0,261.63,piano,0.5,C4,ai_generated,2744.594295883179
1.2,440.0,piano,0.4,B3,ai_generated,2744.6942958831787
1.8,440.0,flute,0.3,A3,ai_generated,2744.7942958831786
1.5,440.0,flute,0.4,G3,ai_generated,2744.8942958831785
2.0,440.0,piano,0.5,F3,ai_generated,2744.994295883179
1.8,440.0,piano,0.6,E3,ai_generated,2745.094295883179
1.5,440.0,violin,0.5,D3,ai_generated,2745.1942958831787
1.2,440.0,violin,0.6,E3,ai_generated,2745.2942958831786
1.8,440.0,piano,0.7,G3,ai_generated,2745.3942958831785
1.0,440.0,piano,0.6,F3,ai_generated,2745.494295883179
1.5,440.0,flute,0.5,E3,ai_generated,2745.594295883179
1.8,440.0,flute,0.4,D3,ai_generated,2745.6942958831787
2.0,440.0,piano,0.5,C3,ai_generated,2745.7942958831786
